"nome","resumo","coordenador"
"GEOMETRICAP","A construção do conhecimento de percepção espacial é o que se busca ao ensinar desenho geométrico  geometria descritiva e outras técnicas de representação espacial. O desenho geométrico pode ser entendido como a ciência que tem por finalidade a resolução gráfica de problemas com a geometria plana  bidimensional  enquanto a geometria descritiva pode ser caracterizada pela união da compreensão tridimensional com a representação bidimensional  e o desenho técnico resolve problemas aplicando estas duas últimas. Desde a criação do bncc existe a necessidade de uma discussão mais ampla e profunda tanto da metodologia de ensino da disciplina desenho no cap-uerj quanto da revisão curricular e a produção de materiais próprios com a participação ativa dos alunos. Refletir sobre esse currículo e buscar em ações um diálogo com a comunidade de professores. Assim  esse projeto visa criar e estudar atividades que envolvam ideias do desenho geométrico com a formação do cidadão de uma forma mais ampla e crítica com a criação de materiais que possam ser produzidos pelos alunos visando uma participação mais ativa  inclusiva e interdisciplinar","Barbra Candice Southern"
"FEIRAS CIENTÍFICAS PARA A EDUCAÇÃO BÁSICA","O projeto  promove atividades que incentivem a participação de alunos de ensino médio e licenciandos em pesquisas seguindo a metodologia científica. A equipe  utiliza estratégias como palestras online (""lives"")  oficinas  exibição de filmes e eventos promovidos no instituto de aplicação fernando rodrigues da silveira (cap-uerj) para despertar o interesse dos alunos na elaboração e execução de projetos científicos que possam ser inscritos e apresentados em outros eventos regionais o como a  fecti - feira de ciência  tecnologia e inovação do estado do rio de janeiro  bem como estimular professores na orientação destes projetos. O projeto figura como um tipo de metodologia capaz de potencializar a aprendizagem de conhecimentos na área das ciências  pois sua realização demanda a utilização e aplicação de uma diversidade de recursos que envolvem práticas de ensino diferenciadas  tais como  atividades investigativas  atividades de pesquisa  exploração de recursos tecnológicos  entre outros.","Elizandra Martins Silva"
"CARIOCAP DESIGN","A segunda etapa do projeto cariocap design pretende promover a inclusão da prática maker na educação tradicional através da criação de um espaço colaborativo e transdisciplinar que proporcione um ambiente onde seja possível entrelaçar a aprendizagem de conceitos com práticas que estimulem o desenvolvimento do pensamento projetual e o protagonismo dos estudantes  visando a troca de saberes na criação de produtos físicos e/ou digitais. Essa é uma proposta que envolve o laboratório de novas mídias do cap-uerj coordenado pela equipe de design e fotografia do instituto de aplicação fernando rodrigues da silveira - cap-uerj  em parceria da equipe do laboratório de design e educação (registrado no diretório de grupos de pesquisa cnpq) da escola superior de desenho industrial- esdiuerj. A implantação desse espaço no cap-uerj envolve aspectos técnicos  estruturais e didático-pedagógicos  mas como é uma proposta nova  será no curso da sua atividade  ou melhor  na implementação e execução das atividades elaboradas pelas equipes envolvidas que será possível avaliar e ajustar as suas metas. Alinhado às competências gerais da base nacional comum curricular (bncc) o objetivo deste projeto é desenvolver oficinas que levem o estudante a um aprendizado prático  e o torne atuante no processo de construção do seu conhecimento  aprendendo conteúdos de maneira lúdica pautada no uso de tecnologias digitais e manuais.","Lucimeri Ricas Dias"
"CAPSΛT-UERJ","O projeto capsλt representa uma iniciativa inovadora na educação básica  alinhada com as diretrizes nacionais de inclusão e tecnologia educacional. Ele busca proporcionar uma experiência educacional transformadora para alunos do ensino fundamental  médio e superior  com foco na construção de satélites. O objetivo é superar as dificuldades no ensino de ciências  promovendo um ambiente propício à inovação e uma abordagem prática e envolvente. Oferecendo aos alunos a oportunidade de idealizar e construir satélites  envolvendo todas as etapas  desde a escolha de dispositivos até testes e desafios. Essas atividades práticas estimulam a curiosidade e o pensamento crítico  promovem discussões  reflexões e aprofundam a compreensão da relação entre ciência e tecnologia. Neste contexto  essas atividades práticas desempenham um papel central  permitindo que os alunos explorem conceitos de física  química  biologia e matemática de maneira prática e interdisciplinar. Isso coloca a tecnologia no centro da experiência de aprendizado  transformando a educação básica em um campo fértil para a inovação e proporcionando uma educação mais significativa.  O projeto se alinha com a olimpíada brasileira de satélites mcti - obsat  promovendo a cultura aeroespacial entre estudantes e professores de diferentes níveis de ensino. Participar de competições nacionais é parte integrante do projeto  permitindo que os alunos apliquem seus conhecimentos em contextos competitivos e promovam a educação aeroespacial no cenário educacional.","Thiago Daboit Roberto"
"OFICINA DE DESENVOLVIMENTO DE NEGÓCIOS: DA BANCADA DE PESQUISA PARA O MERCADO","A presente proposta visa fundamentalmente criar uma base sólida de conhecimentos para o desenvolvimento de negócios  com objetivo de capacitar empreendedores acadêmicos (alunos  professores  pesquisadores e técnicos da uerj e de outras universidades) e não acadêmicos (profissionais da iniciativa privada  funcionários públicos  empresários  empreendedores e demais pessoas) no estabelecimento de um negócio bem sucedido  sob o ponto de vista técnico e comercial  que viabilize a aplicação prática dos resultados das pesquisas acadêmicas  conforme as determinações previstas nas leis de inovação  trazendo retorno financeiro para o empreendedor e retorno acadêmico para a universidade  contribuindo para a economia local e regional. A partir de revisão sistemática da literatura  de estudos de campo conduzidos nos espaços em que ocorrem a inovação e o empreendimento (como empresas  laboratórios de pesquisa  instituições públicas  organizações sem fins lucrativos  incubadoras de empresas e incubadas  tanto da uerj quanto de outras universidades consideradas de referência)  e da consolidação dos conhecimentos adquiridos em formato de cursos  palestras e publicações  espera-se suprir a lacuna existente hoje entre a comunidade acadêmica e o mercado  no que diz respeito ao desenvolvimento de novos negócios oriundos de projetos de pesquisa  alavancando a cultura empreendedora e inovadora da universidade.","Andre Ribeiro De Oliveira"
"PROJETO AQUALAB - SISTEMA DE REUTILIZAÇÃO DE ÁGUA CINZA","A água se tornou um recurso vital para a sobrevivência da humanidade. O uso racional e a proteção dos recursos hídricos para fornecimento de água potável consistem em desafios científicos e tecnológicos atuais. Apesar do brasil possuir enorme escoamento superficial  a concentração populacional ocasiona elevadas demandas de água potável e tratamento de esgoto em regiões distantes das bacias hidrográficas. Dentro da vertente doméstica  o reúso da água cinza  que consiste na água de fontes domésticas possui elevado potencial  mas requer desenvolvimento tecnológico para se tornar realidade. O objetivo do projeto consiste em acolher demandas da comunidade relacionadas à inovação  pesquisa e desenvolvimento relacionadas com às atividades específicas da faculdade de engenharia reunindo ensino  pesquisa e inovação através de projeto de extensão de forma a produzir ganhos socioeconômicos para microempreendedores individuais do estado do rio de janeiro atendendo às exigências de inserção curricular da extensão nos cursos de graduação da uerj. Especificamente  o projeto pretende transformar a ideia de reúso de água cinza de banheiros apresentada por um microempreendedor individual da cidade do rio de janeiro  que solicitou apoio da universidade  em produto comercializável através dos recursos disponíveis atualmente na uerj com a participação de alunos e professores. A metodologia do trabalho consiste em desenvolver protótipos em escala real utilizando a impressora 3d do laboratório de criatividade da incubadora phoenix e testá-los labhidro do departamento de engenharia sanitária e do meio ambiente. A relação ensino  pesquisa e extensão resulta de a reutilização da água ser tema de ensino  pesquisa  e inovação no mundo  do projeto representar desafio prático para alunos e professores  utilizar dois laboratórios da faculdade de engenharia  e ter sido proposto por um indivíduo da sociedade  cujo resultado terá elevado impacto social.","Antonio Guilherme Garcia Lima"
"GESTÃO DO CONHECIMENTO NA PRÁTICA","Este projeto objetiva criar um espaço institucional que permita às pequenas e médias empesas (pmes) integrar ao seu dia a dia  através da ação dos alunos e professores do dein/fen/uerj  práticas de gestão do conhecimento. As pmes enfrentam um ambiente complexo e competitivo ao mesmo tempo em que têm forte restrição de recursos  sejam financeiros ou humanos. Este contexto as torna objeto privilegiado para a extensão universitária.","Dercio Santiago Da Silva Junior"
"PROJETO DE EMPREENDIMENTOS NA PRATICA","Este projeto objetiva criar um espaço institucional que permita aos empreendedores e às pequenas e médias empresas (pmes) elaborar ou sistematizar  através da ação dos alunos e professores do dein/fen/uerj  seus projetos de negócio. Tanto empreendedores quanto pmes enfrentam um ambiente complexo e competitivo ao mesmo tempo em que têm forte restrição de recursos  sejam financeiros ou humanos. Este contexto os torna objeto privilegiado para a extensão universitária.","Dercio Santiago Da Silva Junior"
"GRUPO DE FOGUETES DO RIO DE JANEIRO","O grupo de foguetes do rio de janeiro  gfrj  visa dar continuidade às atividades já em curso de desenvolvimento  testes e lançamentos de foguetes com alcances previstos  inicialmente de até 3.000 m de altitude  em lançamentos verticais  carregados com sistemas de recuperação (paraquedas) inteligentes  acionados por monitoramento interno da variação da velocidade e altura do foguete  bem como carregado com diversos tipos de componentes eletrônicos para permitir o rastreamento à distância  via telemetria  da trajetória  além de possibilitar a medição da variações de velocidade  aceleração  pressão  posição etc.  Planejamos participar do festival brasileiro de foguetes em 2024   e da lasc 2024 (latin american space cup) no brasil. Nossos foguetes serão lançados com combustíveis sólidos e ou híbridos. Também participaremos das jornadas de foguetes em barra do piraí  rj  em 2024. Concluir o projeto  construção e testes estáticos do novo motor híbrido no ipqm (instituto de pesquisas da marinha).","Gil Roberto Vieira Pinheiro"
"NEXT BIM - NÚCLEO DE EXTENSÃO EM BUILDING INFORMATION MODEL","Conforme  os decretos no âmbito nacional (estratégia nacional de disseminação do building information modelling – bim decreto n° 9.377) e estadual ( de 24 de outubro de 2018 o decreto n° 46.471 que institui a estratégia estadual de disseminação do building information modelling – bim)  todos os órgãos federais e estaduais da administração direta ou indireta  deverão adotar a metodologia bim para contratação de todos os serviços aos quais a mesma se aplique. No entanto  devido ao déficit de mão de obra especializada e a grande demanda recorrente destes serviços  muitos destes órgãos não conseguiram iniciar a implantação da metodologia bim em suas atividades. Esta proposta de projeto de extensão visa além do auxílio na execução destas demandas  a identificação e customização das ferramentas apropriadas para cada aplicação (implantação)  e a transferência do conhecimento para que a empresa possa  à curto prazo  ser capaz de gerir as atividades com as ferramentas bim. A empresa de aplicação inicial desta proposta de projeto de extensão é o detran rj (departamento de trânsito do estado do rio de janeiro)  que demanda de apoio técnico de mão de obra especializada na prestação de serviços de engenharia e arquitetura  para serviços técnicos em seus prédios próprios (ativos de imobiliário)  tais como: retrofit  avaliação de capacidade de carga para modificação de uso  emissão de especificações técnicas para recuperação e reforço estrutural  cadastramento e recadastramento patrimonial imobiliário. O convênio de descentralização orçamentária entre a uerj e o detran  se encontra em fase de consolidação  concomitente à propositura deste projeto de extensão universitária.","Glauco José De Oliveira Rodrigues"
"CAPACITAÇÃO DE EMPRESA JÚNIOR EM CONSULTORIA FINANCEIRA DE MICRO E PEQUENAS EMPRESAS","O presente projeto tem como objetivo central incrementar a participação da hidros  empresa júnior da faculdade de engenharia em atividades de consultoria financeira de micro e pequenas empresas. Pretende-se alcançar esse objetivo mediante a capacitação dos alunos participantes da empresa júnior  realizando-se reuniões  seminários e treinamentos dos mesmos na área de finanças  com atenção especial às micro e pequenas empresas. Pretende-se também estreitar os laços da empresa júnior com micro e pequenas empresas  de modo a se estimular a oferta de consultoria em gestão financeira. Os resultados esperados consistem no aumento do número de alunos graduandos em engenharia capacitados em gestão de empresas  particularmente em gestão financeira  assim como no aumento do número de atividades de consultoria financeira da empresa júnior perante micro e pequenas empresas. Um resultado adicional esperado corresponde à elaboração de um plano permanente de treinamento e capacitação dos alunos da empresa júnior em gestão financeira.","Helcio De Oliveira Rocha"
"UERJ-SATS (GRUPO DE SATÉLITES DA UERJ)","O projeto uerj-sats visa responder ao crescente interesse no desenvolvimento  construção  lançamento e rastreamento de satélites e outros objetos espaciais de pequenas dimensão  tais como cubesats  nanossatélites  cansats  pocketcubes  balloonsats. Com o potencial de projetar a uerj no cenário brasileiro e mundial na área espacial. O grupo que vai compor a uerj-sats é oriundo do bem sucedido projeto gfrj (grupo de foguetes do rio de janeiro)  porém  terá especialização na área de satélites e balloonsats. O grupo também poderá participar em competições acadêmicas nas áreas de satélites e balloonsats  tais como a obsat (olimpíada brasileira de satélites)  cubedesign (do inpe – instituto nacional de pesquisas espaciais). Em razão do baixo custo de desenvolvimento e lançamento  os cubesats representam uma alternativa cada vez mais utilizada. Inúmeros países e instituições  que não tinham capacidade de acesso ao espaço  puderam presenciar tal avanço tecnológico. Garantindo a presença de vários perfis de usuários em seu desenvolvimento  desde amadores até grandes companhias comerciais. Há alguns exemplos de sucesso no brasil  como cubesat projetado para a missão garatéa-l  que será a primeira sonda espacial brasileira à órbita da lua. Outras missões brasileiras são: (1) nanosatc-br1 (1u) – para coletar dados do campo magnético terrestre  esse foi o primeiro cubesat brasileiro  desenvolvido pelo inpe e pela universidade federal de santa maria (ufsm) e lançado ao espaço em 2014; (2) cubesat serpens (3u) - lançado em 2015  com o objetivo a testar novas tecnologias desenvolvidas por universidades brasileiras  bem como a capacitação de engenheiros  estudantes e pesquisadores; (3) cubesat floripasat-1 (1u) - com objetivo semelhante ao anterior  com as principais finalidades de fomentar o desenvolvimento de tecnologia nacional para outras missões espaciais brasileiras  lançado em 2019  por iniciativa de alunos da universidade federal de santa catarina (ufsc).","Jorge Luis Machado Do Amaral"
"PROJETO DE EXTENSÃO DO RAMO ESTUDANTIL DO IEEE","O ramo estudantil ieee uerj é a entidade representativa do ieee (institute of electrical and electronics engineers)  sendo uma organização profissional envolvendo engenheiros eletricistas com diferentes habilitações  como  por exemplo  os engenheiros de sistemas de potência  eletrônicos  telecomunicações  computação  entre outros. O ramo estudantil ieee da uerj foi fundado em 2004  como missão de difundir a entidade do ieee na universidade  contribuindo diretamente para o desenvolvimento tecnológico-científico da comunidade acadêmica e agregando valor à formação profissional tanto dos seus membros quanto dos alunos que participam dos eventos organizados pelo ramo estudantil. Entre suas atividades estão a promoção de eventos técnicos  realização de projetos (acadêmicos  técnicos e humanitários)  cursos  treinamentos  workshops e atividades externas [1]. No entanto  as atividades do ramo estudantil do ieee  em sua maioria  ocorrem dentro da universidade. Neste sentido  o projeto proposto tem como missão oferecer as atividades desenvolvidas na universidade para a comunidade externa com objetivo de estimular o interesse da comunidade pela engenharia e entender a sua importância para o desenvolvimento da sociedade. Atualmente o projeto conta com a participação de 3 docentes  incluindo o coordenador do projeto  com o apoio de 88 estudantes atuando em diferentes frentes.","Luís Fernando Corrêa Monteiro"
"CAPACITAÇÃO PARA INSERÇÃO DIGITAL EM APOIO AO EMPREENDORISMO RURAL DOS PEQUENOS AGRICULTORES DO ESTADO DO RIO DE JANEIRO","Os agricultores familiares são responsáveis pelo plantio da maior parte da produção agrícola do estado  destacando-se na produção de hortaliças  olerícolas e frutas. Nas atividades pecuárias também têm destacada participação na bovinocultura de corte e leite  além de avicultura  psicultura e outros. A agropecuária fluminense se estende  sobretudo  nas regiões serrana  noroeste e norte do estado. O  presente projeto de extensão visa aproximar a comunidade acadêmica dos pequenos produtores rurais  agricultores orgânicos  familiares  através do desenvolvimento de aplicativos para smartphone  que objetiva auxiliá-los na gestão da produção e da comercialização dos seus produtos por meio de cooperativas e associações. Desta forma  o projeto de extensão contribuirá com a edificação da economia solidária  inclusão digital e com o fortalecimento do empreendedorismo rural dos pequenos agricultores do estado do rio de janeiro.  O projeto conta com parcerias como secretaria de estado de agricultura  pecuária  pesca e abastecimento (seappa) através da superintendência de desenvolvimento rural sustentável  união das associações e cooperativas usuárias do pavilhão 30 (unacoop)  associação de agricultores biológicos do estado do rj (abio) entre outras instituições do nosso estado.","Margareth Gonçalves Simões"
